timestamp,coin,price,24h_change,currency
2026-07-02 23:29:10,bitcoin,61743,2.772833886928696,usd
2026-07-02 23:29:10,ethereum,1700.78,5.131717987296805,usd
2026-07-02 23:30:51,bitcoin,61783,2.804175934163564,usd
2026-07-02 23:30:51,ethereum,1701.67,5.356342989024789,usd
2026-07-02 23:31:40,bitcoin,61792,2.8198034751551417,usd
2026-07-02 23:31:40,ethereum,1701.67,5.356262825464566,usd
2026-07-02 23:32:12,bitcoin,61789,2.8145425255805168,usd
